1	1	0.4170539477788194
1	2	0.2879165081892432
1	3	0.6041838769226
1	4	0.6270965143624656
1	5	0.6877779517436109
1	6	0.6236336790242539
1	7	0.4066115182351707
1	8	0.5360713994481157
1	9	0.5960255458787211
1	10	0.37643638682989966
1	11	0.7456842176620186
1	12	0.601177230693412
1	13	0.2828052387165106
1	14	0.41221652660875896
1	15	0.6435563432236483
1	16	0.5891684739917918
1	17	0.868812062216313
1	18	0.5831372862774484
1	19	0.530331617401464
1	20	0.4420157997210875
1	21	0.5467013346303631
1	22	0.75206396292499
1	23	0.5747954203270195
1	24	0.3254177765672806
1	25	0.3279114584983751
1	26	0.4388947099308357
1	27	0.35265724986012764
1	28	0.3789771624746234
1	29	0.8744961657552869
1	30	0.41161705666238024
1	31	0.4968128558931873
1	32	0.32627195687328586
1	33	0.5814031084728961
1	34	0.7226747750817163
1	35	0.6204314875544494
1	36	0.6687408672270729
1	37	0.6684494069270805
1	38	0.34988740313131395
1	39	0.5128354004683614
1	40	0.6378511761191501
1	41	0.3983880026128979
1	42	0.34038557293345756
1	43	0.4691297626157881
1	44	0.5724385821283086
1	45	0.7994770946877325
1	46	0.5192249661373765
1	47	0.3382208160058142
1	48	0.46645066086935805
1	49	0.6441275534449188
1	50	0.780659053500166
1	51	0.42516654791882147
1	52	0.5989150923051063
1	53	0.558648284893694
1	54	0.7395327707547299
1	55	0.5778842162523862
1	56	0.4728630484043683
1	57	0.0
1	58	0.530403132953281
1	59	0.47069018488811926
1	60	0.5349977186447825
1	61	0.607055944803248
1	62	0.6722351796860483
1	63	0.6663408049138111
1	64	0.901992300493401
1	65	0.41558138473440437
1	66	0.45062830830908135
1	67	0.4613093579012052
1	68	0.28287118547729984
1	69	0.6075009508883237
1	70	0.8908394507575929
1	71	0.3884082372017696
1	72	0.6382154420257431
1	73	0.6388700697474966
1	74	0.5334616012985102
1	75	0.3533951511555621
1	76	0.5175820100436688
1	77	0.42327224561061777
1	78	0.6015423025842207
1	79	0.31280987024349594
1	80	0.5137546311941463
1	81	0.4748581138854369
1	82	0.47304596841264346
1	83	0.43786347401668435
1	84	0.6047099669449749
1	85	0.7549489807613825
1	86	0.6445784604618684
1	87	0.24784347306691637
1	88	0.7167113310849152
1	89	0.18489552502941722
1	90	0.7306439430319314
1	91	0.7340408034186775
1	92	0.22737906092485852
1	93	0.566080988408431
1	94	0.7884296881846263
1	95	0.43903245905424887
1	96	0.518674339210843
1	97	0.3567285606704866
1	98	0.5031870981769854
1	99	0.5184641837659253
1	100	0.7037022058890061
2	1	0.12195726363591686
2	2	0.7259889550690403
2	3	0.519886776120784
2	4	0.24202548467905854
2	5	0.339040760294633
2	6	0.6440417953650984
2	7	0.5131773483451598
2	8	0.5668329175128756
2	9	0.6671613907172452
2	10	0.4600485161725979
2	11	0.37126836355431225
2	12	0.9271547388265258
2	13	0.43869709686025776
2	14	0.7406497267208969
2	15	0.5986801584358834
2	16	0.33161298206891565
2	17	0.2760065315968781
2	18	0.7924180799277559
2	19	0.7420349477822572
2	20	0.8064301988029999
2	21	0.7039966954040444
2	22	0.40079669323763045
2	23	0.26133470361570565
2	24	0.7594194961294322
2	25	0.26830950113802443
2	26	0.8340823473256174
2	27	0.7645963665366277
2	28	0.4212168308663301
2	29	0.7307891948145832
2	30	0.8429418998801712
2	31	0.25587252303683883
2	32	0.7357135040759327
2	33	0.572938628142251
2	34	0.8796509742657778
2	35	0.5236007833767775
2	36	0.6097516235534627
2	37	0.7358583376240098
2	38	0.7108294048511241
2	39	0.9394918046860748
2	40	0.8048399884133712
2	41	0.3085452616337899
2	42	0.26144082370973426
2	43	0.46407327757039496
2	44	0.7770906747050056
2	45	0.4041788646400783
2	46	0.3279356324214179
2	47	0.4211126039376554
2	48	0.6917579400875249
2	49	0.22345132539683155
2	50	0.16607733849382655
2	51	0.3543823210048995
2	52	0.3887697427978208
2	53	0.5578203451829992
2	54	0.41617065866478614
2	55	0.9905468304605023
2	56	0.563769403549615
2	57	0.40126133353218035
2	58	0.4530444822649345
2	59	0.703339928541658
2	60	0.6179076154383868
2	61	0.10038441037209565
2	62	0.5656524196149785
2	63	0.6230184374083119
2	64	0.48894307534913983
2	65	0.8585672289851755
2	66	0.3416125717703419
2	67	0.360616813585696
2	68	0.45403220687687945
2	69	0.7993251176114863
2	70	0.5795260840404216
2	71	0.37095122948263626
2	72	0.5304269496456236
2	73	0.6381855173150796
2	74	0.5054143700672955
2	75	0.3597100794645457
2	76	0.5641430922266821
2	77	0.47139332630996206
2	78	0.8514592625264295
2	79	0.5072569937314246
2	80	0.7626644038552198
2	81	0.8430709031861652
2	82	0.4639499211248489
2	83	0.6412819590017588
2	84	0.7863625111096221
2	85	0.6481131742751485
2	86	0.36489134752104707
2	87	0.6406812109621796
2	88	0.603998083002745
2	89	0.3520313954077126
2	90	0.6005617583660324
2	91	0.26292144837848563
2	92	0.95101936230653
2	93	0.5007215017956417
2	94	0.469804582279471
